dataset,condition,chunk_size,rows,summary_kind,heldout_anomaly_support_rate_mean,heldout_anomaly_support_rate_std,heldout_anomaly_support_rate_ci_low,heldout_anomaly_support_rate_ci_high,heldout_normal_violation_rate_mean,heldout_normal_violation_rate_std,heldout_normal_violation_rate_ci_low,heldout_normal_violation_rate_ci_high,heldout_support_gap_mean,heldout_support_gap_std,heldout_support_gap_ci_low,heldout_support_gap_ci_high,local_evidence_support_rate_mean,local_evidence_support_rate_std,local_evidence_support_rate_ci_low,local_evidence_support_rate_ci_high,local_normal_reference_violation_rate_mean,local_normal_reference_violation_rate_std,local_normal_reference_violation_rate_ci_low,local_normal_reference_violation_rate_ci_high,local_support_gap_mean,local_support_gap_std,local_support_gap_ci_low,local_support_gap_ci_high,heldout_anomaly_window_count_mean,heldout_anomaly_window_count_std,heldout_anomaly_window_count_ci_low,heldout_anomaly_window_count_ci_high,heldout_normal_window_count_mean,heldout_normal_window_count_std,heldout_normal_window_count_ci_low,heldout_normal_window_count_ci_high,heldout_total_window_count_mean,heldout_total_window_count_std,heldout_total_window_count_ci_low,heldout_total_window_count_ci_high
88cf3a776ba00e7c,evidence,250,15,condition,0.3777777777777777,0.3137079827047734,0.22962962962962966,0.5409259259259249,0.16666666666666666,0.18244106574018895,0.08333333333333333,0.26428571428571423,0.21111111111111114,0.2769634971428456,0.07775132275132277,0.34101190476190474,0.6666666666666666,0.48795003647426666,0.4,0.8666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,9.0,9.0,28.0,0.0,28.0,28.0,37.0,0.0,37.0,37.0
88cf3a776ba00e7c,fixed,250,5,condition,0.6888888888888889,0.4260064336151292,0.37777777777777777,1.0,0.6142857142857142,0.4090806018078958,0.2714285714285714,0.9142857142857143,0.07460317460317463,0.09969719839645846,-0.009523809523809513,0.14603174603174607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.0,0.0,9.0,9.0,28.0,0.0,28.0,28.0,37.0,0.0,37.0,37.0
9ee5879409dccef9,evidence,250,15,condition,0.3055555555555555,0.17155528826362926,0.2277777777777778,0.39444444444444443,0.07200000000000001,0.1678094157072243,0.010666666666666666,0.17066666666666666,0.23355555555555557,0.13962800161851074,0.16777222222222216,0.3015555555555556,0.6,0.50709255283711,0.3333333333333333,0.8666666666666667,0.0,0.0,0.0,0.0,0.9,0.31622776601683794,0.7,1.0,12.0,0.0,12.0,12.0,25.0,0.0,25.0,25.0,37.0,0.0,37.0,37.0
9ee5879409dccef9,fixed,250,5,condition,0.3,0.07453559924999299,0.25,0.3666666666666667,0.032,0.01788854381999832,0.016,0.04,0.26799999999999996,0.06982517852147288,0.21799999999999997,0.3266666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.0,0.0,12.0,12.0,25.0,0.0,25.0,25.0,37.0,0.0,37.0,37.0
