dataset,chunk_size,repeat_id,train_f1,val_f1,test_f1,precision,recall,point_f1,point_f1_fixed,point_f1pa,affiliation_f1,event_f1pa,rule_num_lines,rule_num_conditions,rule_num_thresholds,prompt_rows,avg_chunk_anomaly_density,max_chunk_anomaly_density,train_val_gap,val_test_gap,runtime_sec,token_count_detection,token_count_repair,token_count_review
046ec29ddf80d62e,100,1,0.032012805122048814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43,6,25,50,1.0,1.0,0.032012805122048814,0.0,65.06871390342712,1874,0,0
046ec29ddf80d62e,250,1,0.6702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46,7,34,62,1.0,1.0,0.6702127659574468,0.0,94.38552665710449,2081,0,0
046ec29ddf80d62e,500,1,0.19765929778933677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45,11,28,125,0.64,0.64,0.19765929778933677,0.0,117.84674000740051,2660,0,0
046ec29ddf80d62e,1000,1,0.032012805122048814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,8,25,250,0.32,0.32,0.032012805122048814,0.0,111.25098252296448,4145,0,0
046ec29ddf80d62e,2500,1,0.032012805122048814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41,7,38,625,0.128,0.128,0.032012805122048814,0.0,111.58600330352783,8300,0,0
046ec29ddf80d62e,5000,1,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48,9,30,1250,0.064,0.064,0.9875,0.0,207.5937511920929,15171,0,0
