dataset,chunk_size,repeat_id,train_f1,val_f1,test_f1,precision,recall,point_f1,point_f1pa,event_f1pa,rule_num_lines,rule_num_conditions,rule_num_thresholds,prompt_rows,avg_chunk_anomaly_density,max_chunk_anomaly_density,train_val_gap,val_test_gap,runtime_sec,token_count_detection,token_count_repair,token_count_review
88cf3a776ba00e7c,100,1,0.0963855421686747,0.10644894584539065,0.11104161655039693,0.15217391304347827,0.49999999999999994,0.11104161655039693,0.5068836045056315,0.23333333333333295,70,11,65,100,,,-0.010063403676715946,-0.004592670705006283,79.44666242599487,2880,0,0
88cf3a776ba00e7c,100,2,0.19558735837805605,0.16971713810316139,0.40445026178010474,0.45454545454545453,0.7142857142857142,0.40445026178010474,0.9865275966970877,0.5555555555555549,56,12,52,100,,,0.025870220274894662,-0.23473312367694335,35.024954319000244,2577,0,0
88cf3a776ba00e7c,100,3,0.14328004736530492,0.2038834951456311,0.16809116809116809,0.20754716981132076,0.7857142857142856,0.16809116809116809,0.9622559652928412,0.32835820895522355,62,10,58,100,,,-0.06060344778032617,0.035792327054463,16.644013166427612,2713,0,0
88cf3a776ba00e7c,250,1,0.09821858449687047,0.10644894584539065,0.12196063296024702,0.007832898172323759,0.21428571428571425,0.12196063296024702,0.7698476343223731,0.015113350125944515,124,24,93,250,,,-0.008230361348520177,-0.01551168711485637,168.89612650871277,4738,0,0
88cf3a776ba00e7c,250,2,0.07547070717680733,0.10644894584539065,0.11104161655039693,0.0136986301369863,0.07142857142857142,0.11104161655039693,0.29203673039289446,0.022988505747126166,82,14,56,250,,,-0.03097823866858332,-0.004592670705006283,157.85572004318237,4257,0,0
88cf3a776ba00e7c,250,3,0.13484302624806999,0.10644894584539065,0.11104161655039693,0.013333333333333334,0.07142857142857142,0.11104161655039693,0.6745817593092278,0.022471910112359286,75,16,79,250,,,0.028394080402679336,-0.004592670705006283,216.8072850704193,4335,0,0
88cf3a776ba00e7c,500,1,0.13595933926302414,0.11408199643493759,0.1826771653543307,0.9999999999999996,0.14285714285714285,0.1826771653543307,0.7604726100966697,0.24999999999999975,61,9,40,500,,,0.02187734282808655,-0.06859516891939312,63.263373136520386,6567,0,0
88cf3a776ba00e7c,500,2,0.26194690265486725,0.11743772241992884,0.38727524204702624,0.5999999999999999,0.21428571428571425,0.38727524204702624,0.7656166577682857,0.3157894736842101,59,7,46,500,,,0.14450918023493842,-0.2698375196270974,92.51549363136292,6525,0,0
88cf3a776ba00e7c,500,3,0.08448844884488449,0.10644894584539065,0.11104161655039693,0.0014177693761814746,0.4285714285714285,0.11104161655039693,0.3055118110236217,0.0028261893546867576,28,4,26,500,,,-0.02196049700050616,-0.004592670705006283,45.426480293273926,6241,0,0
88cf3a776ba00e7c,1000,1,0.08937198067632851,0.10644894584539065,0.15799256505576206,0.029850746268656716,0.14285714285714285,0.15799256505576206,0.7348209652309284,0.04938271604938243,81,15,74,1000,,,-0.01707696516906214,-0.051543619210371414,129.4730818271637,11937,0,0
88cf3a776ba00e7c,1000,2,0.07547070717680733,0.10644894584539065,0.11104161655039693,0.14285714285714285,0.14285714285714285,0.11104161655039693,0.8944723618090447,0.14285714285714235,20,3,15,1000,,,-0.03097823866858332,-0.004592670705006283,130.94216680526733,11187,0,0
88cf3a776ba00e7c,1000,3,0.07547070717680733,0.10644894584539065,0.11104161655039693,0.001413094677343382,0.4285714285714285,0.11104161655039693,0.30483972344437427,0.0028169014084506974,34,6,34,1000,,,-0.03097823866858332,-0.004592670705006283,81.70342564582825,11342,0,0
88cf3a776ba00e7c,2500,1,0.40616854908774985,0.3968393327480246,0.4093686354378818,0.02666666666666667,0.2857142857142857,0.4093686354378818,0.8500663423264037,0.0487804878048779,69,7,45,2500,,,0.009329216339725277,-0.012529302689857247,179.43333625793457,26719,0,0
88cf3a776ba00e7c,2500,2,0.1164081275944942,0.15396482567108918,0.1521577932670918,0.00265017667844523,0.4285714285714285,0.1521577932670918,0.4427202190780461,0.005267778753292349,78,10,65,2500,,,-0.03755669807659498,0.0018070324039973773,190.38135766983032,26818,0,0
88cf3a776ba00e7c,2500,3,0.30022953328232593,0.2839116719242902,0.3571290384987425,0.009917355371900827,0.4285714285714285,0.3571290384987425,0.7124495042232827,0.019386106623586388,58,11,53,2500,,,0.016317861358035757,-0.07321736657445232,282.9144637584686,26656,0,0
88cf3a776ba00e7c,5000,1,0.4230028873917228,0.18140330861380494,0.7739032620922386,0.07920792079207921,0.5714285714285714,0.7739032620922386,0.9193341869398202,0.13913043478260848,107,26,76,5000,,,0.24159957877791788,-0.5924999534784336,784.1688432693481,52202,0,0
88cf3a776ba00e7c,5000,2,0.2172690763052209,0.16304347826086957,0.2856371490280778,0.013636363636363636,0.21428571428571425,0.2856371490280778,0.7713147410358558,0.025641025641025526,72,14,85,5000,,,0.05422559804435134,-0.12259367076720823,212.83210039138794,51907,0,0
88cf3a776ba00e7c,5000,3,0.07547070717680733,0.10644894584539065,0.12347684809098294,0.9999999999999996,0.14285714285714285,0.12347684809098294,0.44996642041638646,0.24999999999999975,75,19,84,5000,,,-0.03097823866858332,-0.017027902245592294,275.477995634079,51842,0,0
