dataset,chunk_size,repeat_id,train_f1,val_f1,test_f1,precision,recall,point_f1,point_f1pa,event_f1pa,rule_num_lines,rule_num_conditions,rule_num_thresholds,prompt_rows,avg_chunk_anomaly_density,max_chunk_anomaly_density,train_val_gap,val_test_gap,runtime_sec,token_count_detection,token_count_repair,token_count_review
07927a9a18fa19ae,100,1,0.6666666666666666,0.3111111111111111,0.15,0.0909090909090909,0.4999999999999998,0.15,0.4186046511627902,0.15384615384615355,67,16,70,100,,,0.3555555555555555,0.16111111111111112,92.25869178771973,2945,0,0
07927a9a18fa19ae,100,2,0.3177570093457944,0.3111111111111111,0.21428571428571427,0.4999999999999998,0.4999999999999998,0.21428571428571427,0.5294117647058818,0.4999999999999992,45,10,32,100,,,0.006645898234683256,0.09682539682539684,50.851441383361816,2545,0,0
07927a9a18fa19ae,100,3,0.05063291139240506,0.04209183673469388,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,56,12,53,100,,,0.00854107465771118,0.027603457622107103,47.11130166053772,2779,0,0
07927a9a18fa19ae,250,1,0.14814814814814814,0.25641025641025644,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,43,4,40,250,,,-0.1082621082621083,0.24192187729766967,120.09757423400879,3944,0,0
07927a9a18fa19ae,250,2,0.8307692307692308,0.04209183673469388,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,39,4,29,250,,,0.788677394034537,0.027603457622107103,109.16735458374023,3887,0,0
07927a9a18fa19ae,250,3,0.8489208633093526,0.6181818181818182,0.43750000000000006,0.9999999999999989,0.4999999999999998,0.43750000000000006,0.545454545454545,0.6666666666666657,29,2,23,250,,,0.2307390451275344,0.1806818181818181,49.512452602386475,3751,0,0
07927a9a18fa19ae,500,1,0.023514253502979546,0.04209183673469388,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,61,14,53,500,,,-0.018577583231714337,0.027603457622107103,45.90175986289978,7167,0,0
07927a9a18fa19ae,500,2,0.7222222222222221,0.3111111111111111,0.21428571428571427,0.4999999999999998,0.4999999999999998,0.21428571428571427,0.5294117647058818,0.4999999999999992,69,8,62,500,,,0.411111111111111,0.09682539682539684,97.07030987739563,7288,0,0
07927a9a18fa19ae,500,3,0.34710743801652894,0.21739130434782608,0.07999999999999999,0.9999999999999989,0.4999999999999998,0.07999999999999999,0.545454545454545,0.6666666666666657,58,10,43,500,,,0.12971613366870285,0.1373913043478261,73.34272813796997,7112,0,0
07927a9a18fa19ae,1000,1,0.2558139534883721,0.04209183673469388,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,61,10,56,1000,,,0.21372211675367822,0.027603457622107103,194.83308911323547,12642,0,0
07927a9a18fa19ae,1000,2,0.023514253502979546,0.04209183673469388,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,36,6,32,1000,,,-0.018577583231714337,0.027603457622107103,158.38283467292786,12332,0,0
07927a9a18fa19ae,1000,3,0.10033444816053513,0.4888888888888888,0.43243243243243246,0.9999999999999989,0.4999999999999998,0.43243243243243246,0.7692307692307686,0.6666666666666657,67,10,57,1000,,,-0.38855444072835366,0.05645645645645636,314.5599191188812,12610,0,0
07927a9a18fa19ae,2500,1,0.3624595469255663,0.22680412371134023,0.1616161616161616,0.027777777777777776,0.4999999999999998,0.1616161616161616,0.2647058823529407,0.052631578947368314,59,10,33,2500,,,0.13565542321422608,0.06518796209517863,246.28848242759705,29001,0,0
07927a9a18fa19ae,2500,2,0.8082191780821918,0.49275362318840576,0.08530805687203792,0.045454545454545456,0.4999999999999998,0.08530805687203792,0.33333333333333276,0.08333333333333319,32,3,33,2500,,,0.315465554893786,0.40744556631636786,644.606508731842,28846,0,0
07927a9a18fa19ae,2500,3,0.8082191780821918,0.19047619047619047,0.01448837911258678,0.001075268817204301,0.4999999999999998,0.01448837911258678,0.01909307875894986,0.0021459227467811115,85,11,60,2500,,,0.6177429876060013,0.1759878113636037,323.886616230011,29319,2299,0
07927a9a18fa19ae,5000,1,0.3106796116504854,0.5199999999999999,0.33333333333333337,0.9999999999999989,0.4999999999999998,0.33333333333333337,0.545454545454545,0.6666666666666657,56,10,52,5000,,,-0.2093203883495145,0.18666666666666654,106.34432721138,14161,0,0
07927a9a18fa19ae,5000,2,0.1571428571428571,0.5818181818181818,0.3870967741935483,0.9999999999999989,0.4999999999999998,0.3870967741935483,0.545454545454545,0.6666666666666657,66,10,56,5000,,,-0.42467532467532465,0.19472140762463347,58.53576469421387,14285,0,0
07927a9a18fa19ae,5000,3,0.3548387096774194,0.36,0.27586206896551724,0.9999999999999989,0.4999999999999998,0.27586206896551724,0.545454545454545,0.6666666666666657,58,13,54,5000,,,-0.005161290322580614,0.08413793103448275,49.06906247138977,14132,0,0
